,age,bmi,grade,q13,q18,q25,q26,q47,q57,qnowt,race4,sex,sitecode,year,q70,q50,q15,q16,q17,q67,q68,q23,q51,q53,q32,q69,q46,q19,q12,q8,q9,q41,q40,q27,carRiskScore
432238,6.0,22.73380333,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,SA,2017,6.0,1.0,2.0,3.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432240,6.0,26.61333333,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,SA,2017,2.0,1.0,3.0,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,1.0,,4.0,1.0,2.0,6.0,,26.31578947368421
432241,6.0,34.85916669,4.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,3.0,1.0,SA,2017,7.0,2.0,1.0,1.0,,5.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,,4.0,1.0,,5.0,,26.31578947368421
432242,6.0,25.52371884,4.0,1.0,1.0,,1.0,6.0,1.0,1.0,3.0,1.0,SA,2017,1.0,5.0,1.0,1.0,,4.0,3.0,2.0,1.0,4.0,1.0,2.0,5.0,1.0,,4.0,3.0,,,,157.89473684210526
432243,6.0,19.49311295,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,SA,2017,4.0,1.0,1.0,1.0,,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432244,6.0,36.70442997,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,SA,2017,1.0,1.0,1.0,1.0,,5.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,,4.0,1.0,3.0,5.0,,26.31578947368421
432245,6.0,21.34066017,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,SA,2017,3.0,1.0,3.0,,,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,,3.0,1.0,2.0,7.0,,131.57894736842104
432247,6.0,18.78125,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,SA,2017,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,4.0,1.0,1.0,1.0,,26.31578947368421
432248,6.0,17.93548387,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432249,6.0,18.88033299,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,SA,2017,5.0,1.0,1.0,1.0,,3.0,4.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,,3.0,3.0,1.0,4.0,,210.52631578947367
432250,6.0,21.34066017,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432251,6.0,18.25,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,4.0,1.0,1.0,,,26.31578947368421
432252,6.0,21.97333333,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,,4.0,1.0,,5.0,,210.52631578947367
432253,6.0,27.28123225,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,3.0,1.0,1.0,1.0,,78.94736842105263
432254,6.0,18.26941172,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,SA,2017,,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,,1.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432255,6.0,22.44290657,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,SA,2017,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432257,6.0,,4.0,1.0,1.0,2.0,2.0,1.0,2.0,,4.0,1.0,SA,2017,5.0,1.0,1.0,1.0,,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,1.0,2.0,3.0,,0.0
432258,6.0,19.28500567,3.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,SA,2017,6.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,,3.0,1.0,1.0,,,131.57894736842104
432259,6.0,23.92389144,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,SA,2017,4.0,1.0,1.0,1.0,,3.0,4.0,2.0,1.0,1.0,1.0,3.0,5.0,2.0,,5.0,1.0,2.0,5.0,,78.94736842105263
432260,6.0,20.486281,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,4.0,1.0,1.0,1.0,,26.31578947368421
432261,6.0,,4.0,1.0,4.0,1.0,2.0,1.0,,,3.0,1.0,SA,2017,,1.0,1.0,8.0,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,1.0,1.0,1.0,,78.94736842105263
432262,6.0,25.6087922,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,SA,2017,4.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432263,6.0,18.96258503,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,SA,2017,4.0,1.0,1.0,1.0,,3.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,,5.0,3.0,2.0,7.0,,131.57894736842104
432264,6.0,21.85253491,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,,3.0,1.0,1.0,6.0,,78.94736842105263
432266,6.0,22.49858277,4.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,3.0,4.0,,1.0,1.0,1.0,2.0,1.0,2.0,,4.0,1.0,1.0,1.0,,26.31578947368421
432267,6.0,29.87692424,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,SA,2017,4.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,,5.0,1.0,1.0,1.0,,52.63157894736842
432268,6.0,20.61547784,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,SA,2017,2.0,1.0,4.0,1.0,,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,,4.0,5.0,1.0,1.0,,289.4736842105263
432269,6.0,19.28500567,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,SA,2017,6.0,1.0,1.0,1.0,,3.0,2.0,2.0,1.0,1.0,1.0,7.0,6.0,2.0,,5.0,1.0,1.0,7.0,,0.0
432270,6.0,22.37777778,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,SA,2017,7.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,,4.0,4.0,1.0,1.0,,263.1578947368421
432271,6.0,23.18222222,4.0,1.0,1.0,,2.0,1.0,2.0,2.0,4.0,1.0,SA,2017,5.0,1.0,1.0,1.0,,3.0,3.0,,1.0,1.0,1.0,2.0,5.0,2.0,,4.0,1.0,2.0,5.0,,157.89473684210526
432272,6.0,25.76169419,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,,5.0,1.0,1.0,6.0,,0.0
432274,6.0,28.86080332,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,4.0,1.0,1.0,,,26.31578947368421
432275,6.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,5.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,,5.0,1.0,2.0,6.0,,0.0
432276,6.0,29.44944598,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,1.0,1.0,6.0,,0.0
432277,6.0,21.710718,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,SA,2017,5.0,1.0,1.0,1.0,,3.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,,5.0,1.0,1.0,,,0.0
432278,6.0,21.16069789,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,,4.0,1.0,1.0,5.0,,78.94736842105263
432279,6.0,20.60935535,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,3.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,,5.0,1.0,2.0,5.0,,131.57894736842104
432280,6.0,19.80503594,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,SA,2017,7.0,1.0,1.0,1.0,,3.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,,5.0,1.0,2.0,6.0,,184.21052631578945
432281,6.0,23.21878881,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,SA,2017,4.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,,4.0,1.0,2.0,7.0,,210.52631578947367
432282,7.0,19.1200271,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,2.0,,5.0,3.0,2.0,6.0,,342.10526315789474
432283,7.0,20.89356576,4.0,1.0,1.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,SA,2017,3.0,3.0,1.0,1.0,,3.0,3.0,2.0,1.0,1.0,7.0,3.0,6.0,2.0,,5.0,1.0,3.0,6.0,,210.52631578947367
432284,7.0,24.48442907,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432285,7.0,23.3241506,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432286,7.0,,4.0,1.0,1.0,2.0,2.0,1.0,2.0,,3.0,1.0,SA,2017,6.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,,5.0,1.0,2.0,6.0,,0.0
432287,7.0,21.66023875,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,SA,2017,4.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,5.0,1.0,1.0,1.0,,0.0
432288,7.0,18.20761246,4.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,SA,2017,4.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,,3.0,1.0,4.0,5.0,,500.0
432289,7.0,23.92389144,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,SA,2017,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,,4.0,1.0,2.0,6.0,,210.52631578947367
432290,7.0,20.95733611,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,SA,2017,5.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432291,7.0,25.26628778,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,,5.0,1.0,2.0,6.0,,52.63157894736842
432292,7.0,24.84482129,4.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,SA,2017,6.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,,5.0,1.0,3.0,5.0,,0.0
432293,7.0,21.59789724,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,SA,2017,2.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,2.0,,5.0,1.0,3.0,7.0,,0.0
432294,7.0,28.09342561,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,SA,2017,7.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,7.0,5.0,2.0,,5.0,4.0,2.0,5.0,,368.4210526315789
432295,7.0,20.61211534,4.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,SA,2017,5.0,2.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,,5.0,1.0,2.0,6.0,,0.0
432296,7.0,16.92969289,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,,4.0,1.0,1.0,5.0,,26.31578947368421
432297,7.0,27.99879559,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,SA,2017,5.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432298,7.0,24.75441304,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,3.0,1.0,1.0,1.0,,157.89473684210526
432299,7.0,28.16816591,4.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,2.0,,5.0,1.0,1.0,7.0,,0.0
432300,7.0,28.04756243,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432301,7.0,19.8251821,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,1.0,5.0,6.0,2.0,,5.0,1.0,,,,0.0
432302,7.0,24.25072672,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,,4.0,1.0,3.0,6.0,,26.31578947368421
432303,7.0,25.6087922,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,,4.0,1.0,1.0,5.0,,78.94736842105263
432304,7.0,20.7959755,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,,4.0,1.0,1.0,7.0,,26.31578947368421
432305,7.0,,4.0,1.0,1.0,2.0,1.0,1.0,,,3.0,1.0,SA,2017,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432307,7.0,28.46693213,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,5.0,6.0,1.0,,4.0,1.0,1.0,2.0,,78.94736842105263
432308,7.0,20.486281,4.0,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,3.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,,5.0,1.0,,7.0,,0.0
432309,7.0,17.41503256,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,,5.0,1.0,1.0,7.0,,0.0
432310,7.0,32.43629794,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,1.0,1.0,5.0,,0.0
432311,7.0,31.28321636,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,,4.0,1.0,1.0,6.0,,26.31578947368421
432312,7.0,21.26171875,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,4.0,1.0,1.0,7.0,,78.94736842105263
432313,7.0,23.92389144,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,SA,2017,5.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,,4.0,1.0,1.0,7.0,,26.31578947368421
432314,7.0,18.61191769,4.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,SA,2017,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,4.0,2.0,,5.0,4.0,2.0,5.0,,184.21052631578945
432315,7.0,26.20888889,4.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,4.0,6.0,2.0,,5.0,1.0,1.0,6.0,,0.0
432316,7.0,21.4912764,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,4.0,1.0,1.0,3.0,,26.31578947368421
432317,7.0,23.73727129,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,1.0,,7.0,,0.0
432318,7.0,21.34772202,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,1.0,1.0,7.0,,0.0
432319,7.0,21.66023875,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,SA,2017,7.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,3.0,3.0,7.0,2.0,,5.0,1.0,6.0,6.0,,0.0
432320,7.0,24.453125,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,2.0,,5.0,1.0,2.0,3.0,,52.63157894736842
432321,7.0,26.20888889,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,4.0,1.0,,,,26.31578947368421
432323,7.0,18.61191769,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,3.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,,5.0,1.0,2.0,4.0,,0.0
432324,7.0,20.14377658,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,SA,2017,7.0,1.0,1.0,1.0,,3.0,3.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,,5.0,1.0,1.0,2.0,,0.0
432325,7.0,23.921875,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,5.0,1.0,2.0,,,0.0
432326,7.0,18.16184807,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,SA,2017,5.0,1.0,1.0,1.0,,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432327,7.0,18.88033299,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,SA,2017,4.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,,5.0,2.0,1.0,6.0,,78.94736842105263
432328,7.0,22.17777778,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,SA,2017,1.0,1.0,1.0,1.0,,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,,5.0,1.0,1.0,4.0,,0.0
432329,7.0,20.08928571,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,SA,2017,2.0,1.0,5.0,1.0,,3.0,4.0,1.0,1.0,1.0,2.0,3.0,7.0,1.0,,4.0,5.0,4.0,4.0,,289.4736842105263
432330,7.0,26.578125,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,,5.0,2.0,1.0,1.0,,78.94736842105263
432331,7.0,17.48143941,3.0,1.0,1.0,1.0,,2.0,,2.0,3.0,1.0,SA,2017,1.0,3.0,3.0,5.0,,2.0,2.0,1.0,2.0,1.0,3.0,7.0,5.0,1.0,,5.0,5.0,4.0,6.0,,789.4736842105264
432332,7.0,22.75778547,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,SA,2017,5.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,,5.0,3.0,4.0,4.0,,131.57894736842104
432333,7.0,,4.0,1.0,1.0,2.0,2.0,1.0,2.0,,3.0,1.0,SA,2017,7.0,1.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432334,7.0,30.54890665,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,4.0,1.0,1.0,1.0,,289.4736842105263
432336,7.0,24.75441304,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,1.0,1.0,7.0,,0.0
432337,7.0,17.42329585,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,SA,2017,4.0,1.0,1.0,1.0,,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432338,7.0,24.84482129,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,2.0,1.0,,7.0,,131.57894736842104
432339,7.0,23.90003387,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,SA,2017,5.0,1.0,1.0,1.0,,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432340,7.0,20.24422897,4.0,1.0,1.0,2.0,2.0,,,2.0,4.0,1.0,SA,2017,6.0,,1.0,1.0,,3.0,4.0,2.0,,,5.0,5.0,,2.0,,5.0,1.0,,,,52.63157894736842
432341,7.0,23.49226503,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,5.0,1.0,3.0,5.0,,0.0
432343,7.0,26.20888889,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,SA,2017,7.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,,2.0,2.0,3.0,5.0,,210.52631578947367
432344,7.0,18.14222222,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,SA,2017,3.0,1.0,1.0,1.0,,3.0,4.0,2.0,1.0,,1.0,,1.0,2.0,,5.0,2.0,1.0,7.0,,78.94736842105263
432345,7.0,22.08203173,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,SA,2017,7.0,1.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,5.0,1.0,1.0,6.0,,0.0
432346,7.0,23.07266436,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432347,7.0,18.65045014,4.0,1.0,1.0,1.0,2.0,,2.0,2.0,4.0,1.0,SA,2017,2.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,2.0,,5.0,1.0,1.0,1.0,,0.0
432349,7.0,23.14342404,4.0,1.0,1.0,2.0,2.0,3.0,,2.0,2.0,1.0,SA,2017,3.0,1.0,1.0,1.0,,3.0,3.0,2.0,1.0,1.0,1.0,3.0,6.0,2.0,,2.0,1.0,2.0,5.0,,131.57894736842104
432350,7.0,34.25106084,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,SA,2017,5.0,1.0,1.0,1.0,,5.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,,4.0,1.0,,,,26.31578947368421
